exchange|confidence_score|al_symbol|sh_symbol|primary_listing|name|sic_sector|figi|scalemarketcap|tradable|sic_description|earnings_announcement|type|symbol|composite_symbol|cik|margin_requirement_long|cusips|share_class_figi|currency|weighted_shares_outstanding|scalerevenue|halt_reason|homepage_url|isin|lot|fama_sector|short_sale_restricted|margin_requirement_short|sic_code|description|industry|sic_industry|status|location|sector|shortable|easy_to_borrow|country|share_class_shares_outstanding|locale|fama_industry|maintenance_margin_requirement|branding|composite_figi|marginable|shares_outstanding|market_capital|null_count
XNYS|7.0||LXP-PC|True|Lexington Realty Trust|Finance Insurance And Real Estate|BBG0000081F1|||REAL ESTATE INVESTMENT TRUSTS|2025-10-30T12:00:00.000+0000|PRF|LXPpC|LXPpC:US|0000910108||529043309||USD||||https://www.lxp.com|US5290433094|||||6798|LXP Industrial Trust is a real estate investment trust principally involved in the ownership of equity and debt investments in single-tenant properties and land throughout the United States. The majority of the revenue is earned through rental revenue.|REIT - Industrial|Real Estate Investment Trusts|Normal|ONE PENN PLAZA, SUITE 4015, NEW YORK, NY, 10119|Real Estate|||USA|1935400.0|us|Trading||/bHhwLmNvbQ/images/2025-04-04_logo.png|||52745949.0|2498999277.0|17
XNYS|7.0||DLR-PJ|True|Digital Realty Trust Inc|Finance Insurance And Real Estate|BBG00HC74JS7|||REAL ESTATE INVESTMENT TRUSTS|2025-10-23T12:00:00.000+0000|PRF|DLRpJ|DLRpJ:US|0001297996||253868855||USD||||https://www.digitalrealty.com|US2538688555|||||6798|"Digital Realty owns and operates over 300 data centers worldwide. It has nearly 40 million rentable square feet across five continents. Digital's offerings range from retail co-location, where an enterprise may rent a single cabinet and rely on Digital to provide all the accommodations, to ""cold shells,"" where hyperscale cloud service providers can simply rent much, or all, of a barren, power-connected building. In recent years, Digital Realty has de-emphasized cold shells and now primarily provides higher-level service to tenants, which outsource their related IT needs to Digital. The company operates as a real estate investment trust."|REIT - Specialty|Real Estate Investment Trusts|Normal|2323 BRYAN STREET, SUITE 1800, DALLAS, TX, 75201|Real Estate|||USA|8000000.0|us|Trading||/ZGlnaXRhbHJlYWx0eS5jb20/images/2025-04-04_logo.svg|||2631313913.0|59235600203.0|17
XNYS|7.0||DLR-PK|False|Digital Realty Trust Inc|Finance Insurance And Real Estate|BBG00NJ3RVD0|||REAL ESTATE INVESTMENT TRUSTS|2025-10-23T12:00:00.000+0000|PRF|DLRpK|DLRpK:US|0001297996||253868830||USD||||https://www.digitalrealty.com|US2538688308|||||6798|"Digital Realty owns and operates over 300 data centers worldwide. It has nearly 40 million rentable square feet across five continents. Digital's offerings range from retail co-location, where an enterprise may rent a single cabinet and rely on Digital to provide all the accommodations, to ""cold shells,"" where hyperscale cloud service providers can simply rent much, or all, of a barren, power-connected building. In recent years, Digital Realty has de-emphasized cold shells and now primarily provides higher-level service to tenants, which outsource their related IT needs to Digital. The company operates as a real estate investment trust."|REIT - Specialty|Real Estate Investment Trusts|Normal|2323 BRYAN STREET, SUITE 1800, DALLAS, TX, 75201|Real Estate|||USA|8400000.0|us|Trading||/ZGlnaXRhbHJlYWx0eS5jb20/images/2025-04-04_logo.svg|||2359220722.0|58463963213.0|17
XNYS|7.0||MET-PE|True|Metlife Inc|Finance Insurance And Real Estate|BBG00L1LS442|||LIFE INSURANCE|2025-10-28T10:59:00.000+0000|PRF|METpE|METpE:US|0001099219||59156R876||USD||||https://www.metlife.com|ZAE000067237|||||6311|MetLife is one of the largest life insurers in the US by assets and provides a variety of life insurance and annuity products. It is organized into six segments: Group Benefits, Retirement and Income Solutions, Asia, Latin America, Europe/Middle East/Africa (EMEA), and MetLife Holdings (products in run-off). Group Benefits and RIS are US-based, contributing to around 48% of the firm's 2024 adjusted earnings. The Asia segment contributes around 25% of earnings, mainly tied to Japan. The company also holds leading market positions in Mexico and Chile, with the Latin America segment contributing around 13% of 2024 earnings. The EMEA and MetLife Holdings segments contributed around 4% and 10% of 2024 earnings, respectively.|Insurance - Life|Life Insurance|Normal|200 PARK AVENUE, NEW YORK, NY, 10166|Financial Services|||USA|32200000.0|us|Insurance||/bWV0bGlmZS5jb20/images/2025-04-04_logo.svg|||2108459695.0|52268715839.0|17
XNYS|7.0||MET-PA|True|Metlife Inc|Finance Insurance And Real Estate|BBG0000089K8|||LIFE INSURANCE|2025-10-28T10:59:00.000+0000|PRF|METpA|METpA:US|0001099219||59156R504||USD||||https://www.metlife.com|US59156R5046|||||6311|MetLife is one of the largest life insurers in the US by assets and provides a variety of life insurance and annuity products. It is organized into six segments: Group Benefits, Retirement and Income Solutions, Asia, Latin America, Europe/Middle East/Africa (EMEA), and MetLife Holdings (products in run-off). Group Benefits and RIS are US-based, contributing to around 48% of the firm's 2024 adjusted earnings. The Asia segment contributes around 25% of earnings, mainly tied to Japan. The company also holds leading market positions in Mexico and Chile, with the Latin America segment contributing around 13% of 2024 earnings. The EMEA and MetLife Holdings segments contributed around 4% and 10% of 2024 earnings, respectively.|Insurance - Life|Life Insurance|Normal|200 PARK AVENUE, NEW YORK, NY, 10166|Financial Services|||USA|24000000.0|us|Insurance||/bWV0bGlmZS5jb20/images/2025-04-04_logo.svg|||1942439913.0|47007045895.0|17
XNYS|7.0||CDR-PB|True|Cedar Realty Trust Inc|Finance Insurance And Real Estate|BBG002ZHBTR4|||REAL ESTATE INVESTMENT TRUSTS|2025-11-07T12:00:00.000+0000|PRF|CDRpB|CDRpB:US|0000761648||150602407||USD||||https://ir.cedarrealtytrust.com/company-informatio|US1506024074|||||6798|Cedar Realty Trust Inc is a real estate investment trust that focuses on the ownership, operation, and redevelopment of grocery-anchored shopping centers in high-density urban markets from Washington, D.C. to Boston. The company derives all of its revenues from rents and operating expense reimbursements received under long-term leases.|REIT - Retail|Real Estate Investment Trusts|Normal|2529 VIRGINIA BEACH BLVD., VIRGINIA BEACH, VA, 23452|Real Estate|||USA|1449609.0|us|Trading||/aXIuY2VkYXJyZWFsdHl0cnVzdC5jb20/images/2025-04-04_logo.svg|||13718169.0|245161514.0|17
XNYS|7.0||MS-PI|True|Morgan Stanley|Finance Insurance And Real Estate|BBG0073XL184|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-15T11:30:00.000+0000|PRF|MSpI|MSpI:US|0000895421||61761J406||USD||||https://www.morganstanley.com|US61762V8533|||||6211|Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|1585 BROADWAY, NEW YORK, NY, 10036|Financial Services|||USA|40000.0|us|Trading||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|||9376696585.0|236855355737.0|17
XNYS|7.0||CTA-PA|False|E.I. Du Pont De Nemours and Co|Manufacturing|BBG000002791|||PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)|2025-07-30T20:00:00.000+0000|PRF|CTApA|CTApA:US|0000030554||263534208||USD||||https://www.corteva.com|US2635343070|||||2820|EIDP Inc provides Agricultural solutions to the farmers. The company operates in two segments: seed and crop protection. The seed segment develops and supplies commercial seed combining superior germplasm with traits to produce high yield potential for farmers, while the crop protection segment supplies products to protect crop yields against weeds, insects, and disease. Some of its products include Corn, Soybean, oilseeds, Fungicides, Herbicides, and Insecticides. Its geographical segments include United States, EMEA(Europe, the Middle East, and Africa), Canada, Latin America, and the Asia Pacific. Nearly half of the revenue comes from United States.|Chemicals|Plastic Material Synth Resin/Rubber Cellulos (No Glass)|Normal|9330 ZIONSVILLE ROAD, INDIANAPOLIS, IN, 46268|Basic Materials|||USA|700000.0|us|Chemicals||/Y29ydGV2YS5jb20/images/2025-04-04_logo.svg|||200.0|11044.0|17
XNYS|7.0||CTA-PB|False|E.I. Du Pont De Nemours and Co|Manufacturing|BBG0000027B8|||PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)|2025-07-30T20:00:00.000+0000|PRF|CTApB|CTApB:US|0000030554||263534307||USD||||https://www.corteva.com|US2635343070|||||2820|EIDP Inc provides Agricultural solutions to the farmers. The company operates in two segments: seed and crop protection. The seed segment develops and supplies commercial seed combining superior germplasm with traits to produce high yield potential for farmers, while the crop protection segment supplies products to protect crop yields against weeds, insects, and disease. Some of its products include Corn, Soybean, oilseeds, Fungicides, Herbicides, and Insecticides. Its geographical segments include United States, EMEA(Europe, the Middle East, and Africa), Canada, Latin America, and the Asia Pacific. Nearly half of the revenue comes from United States.|Chemicals|Plastic Material Synth Resin/Rubber Cellulos (No Glass)|Normal|9330 ZIONSVILLE ROAD, INDIANAPOLIS, IN, 46268|Basic Materials|||USA|1672594.0|us|Chemicals||/Y29ydGV2YS5jb20/images/2025-04-04_logo.svg|||867806016.0|62482033152.0|17
XNYS|7.0||SCHW-PD|True|Charles Schwab Corp.|Finance Insurance And Real Estate|BBG00CCKJGS9|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-20T12:00:00.000+0000|PRF|SCHWpD|SCHWpD:US|0000316709||808513600||USD||||https://www.aboutschwab.com|US8085136005|||||6211|Charles Schwab is one of the largest retail-oriented financial services companies in the US, with $10.1 trillion in client assets across its brokerage, banking, asset-management, custody, financial advisory, and wealth-management businesses at year-end 2024. While best known for its retail brokerage offering, Schwab generates the lion's share of its revenue and profits through its Charles Schwab Bank and asset-management segments. The firm is a dominant player in registered investment advisor custody, with over 40% market share, and has recently pushed into wealth management with robo-advisory, direct indexing, and other managed-investment solutions.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|3000 SCHWAB WAY, WESTLAKE, TX, 76262|Financial Services|||USA|30000000.0|us|Trading||/YWJvdXRzY2h3YWIuY29t/images/2025-04-04_logo.svg|||6842145123.0|172695742905.0|17
XNYS|7.0||CODI-PA|True|Compass Diversified Holdings|Manufacturing|BBG00H08SV23|||HOUSEHOLD FURNITURE|2025-08-26T12:00:00.000+0000|PRF|CODIpA|CODIpA:US|0001345126||20451Q203||USD||||https://compassdiversified.com|US20451Q2030|||||2510|Compass Diversified Holdings is a diversified business conglomerate based in the United States having two groups: branded consumer business and industrial business. Branded consumer businesses are characterized as those businesses that capitalize on a valuable brand name in their respective market sector. It includes 5.11, Ergobaby, Liberty Safe, and Velocity Outdoor. Industrial businesses are characterized as those businesses that focus on manufacturing and selling particular products and industrial services within a specific market sector. The company has operations in the United States, Canada, Europe, Asia Pacific, and other International areas.|Conglomerates|Household Furniture|Delinquent|301 RIVERSIDE AVENUE, WESTPORT, CT, 06880|Industrials|||USA|4000000.0|us|Consumer Goods||/Y29tcGFzc2RpdmVyc2lmaWVkLmNvbQ/images/2025-04-04_logo.svg|||31855152.0|571363823.0|17
XNYS|7.0||CODI-PC|False|Compass Diversified Holdings|Manufacturing|BBG00QV3DSC2|||HOUSEHOLD FURNITURE|2025-08-26T12:00:00.000+0000|PRF|CODIpC|CODIpC:US|0001345126||20451Q401||USD||||https://compassdiversified.com|US20451Q4010|||||2510|Compass Diversified Holdings is a diversified business conglomerate based in the United States having two groups: branded consumer business and industrial business. Branded consumer businesses are characterized as those businesses that capitalize on a valuable brand name in their respective market sector. It includes 5.11, Ergobaby, Liberty Safe, and Velocity Outdoor. Industrial businesses are characterized as those businesses that focus on manufacturing and selling particular products and industrial services within a specific market sector. The company has operations in the United States, Canada, Europe, Asia Pacific, and other International areas.|Conglomerates|Household Furniture|Delinquent|301 RIVERSIDE AVENUE, WESTPORT, CT, 06880|Industrials|||USA|4600000.0|us|Consumer Goods||/Y29tcGFzc2RpdmVyc2lmaWVkLmNvbQ/images/2025-04-04_logo.svg|||28472868.0|1498701120.0|17
XNYS|7.0||CFG-PE|False|Citizens Financial Group Inc|Finance Insurance And Real Estate|BBG00QN8PT17|||STATE COMMERCIAL BANKS|2025-10-16T10:20:00.000+0000|PRF|CFGpE|CFGpE:US|0000759944||174610402||USD||||https://www.citizensbank.com|US1746104025|||||6022|Citizens Financial Group Inc is a bank holding company headquartered in Providence, Rhode Island. Through the bank, it offers various retail and commercial banking products and services to individuals, small businesses, middle-market companies, large corporations, and institutions. The company's reportable segments are; Commercial Banking, Consumer Banking, Non-Core, and Others. A majority of its revenue is generated from the Consumer Banking segment, which serves consumer customers and small businesses, offering traditional banking products and services including deposits, mortgage and home equity lending, credit cards, small business loans, education loans, point-of-sale finance loans, and wealth management and investment services.|Banks - Regional|State Commercial Banks|Normal|1 CITIZENS PLAZA, PROVIDENCE, RI, 02903|Financial Services|||USA|18000000.0|us|Banking||/Y2l0aXplbnNiYW5rLmNvbQ/images/2025-04-04_logo.svg|||431349000.0|8747757720.0|17
XNYS|7.0||NXDT-PA|False|NexPoint Diversified Real Estate Trust|Finance Insurance And Real Estate|BBG00YTR3XX2|||REAL ESTATE INVESTMENT TRUSTS|2025-08-07T10:59:00.000+0000|PRF|NXDTpA|NXDTpA:US|0001356115||65340G304||USD||||https://www.nexpoint.com|US65340G2057|||||6798|NexPoint Diversified Real Estate Trust is a publicly traded REIT focused on opportunistic real estate investments in the United States. Their portfolio includes diverse commercial properties and investments across various real estate sectors and capital structures. The revenue sources of the company include rental income from office and retail properties, interest income from debt investments, dividend income from equity investments, and other ancillary income from tenants. The company operates through its operating partnership and wholly owned subsidiaries.|REIT - Diversified|Real Estate Investment Trusts|Normal|300 CRESCENT COURT, SUITE 700, DALLAS, TX, 75201|Real Estate|||USA|3359593.0|us|Trading||/bmV4cG9pbnQuY29t/images/2025-04-04_logo.png|||14362276.0|210558453.0|17
XNYS|7.0||VOYA-PB|False|Voya Financial Inc|Finance Insurance And Real Estate|BBG00PF3HH32|||LIFE INSURANCE|2025-11-03T10:59:00.000+0000|PRF|VOYApB|VOYApB:US|0001535929||929089209||USD||||https://www.voya.com|US9290892093|||||6311|Voya Financial Inc is a financial services company, which, through its subsidiaries, provides various investment, insurance, and retirement solutions to individual and institutional clients in the United States. Its products and services include tax savings plans, individual retirement accounts, group life insurance plans, and employee benefits products, among others. The company tailors each of its products to the needs of its customer base. It operates its business through three principal lines: Wealth Solutions, Investment Management, and Health Solutions The Wealth segment generates roughly half of the company's revenue.|Financial Conglomerates|Life Insurance|Normal|200 PARK AVENUE, NEW YORK, NY, 10166|Financial Services|||USA|12000000.0|us|Insurance||/dm95YS5jb20/images/2025-04-04_logo.svg|||304520983.0|7342000900.0|17
XNYS|7.0||AMH-PH|False|American Homes 4 Rent|Finance Insurance And Real Estate|BBG00LYN0N31|||REAL ESTATE INVESTMENT TRUSTS|2025-10-27T10:59:00.000+0000|PRF|AMHpH|AMHpH:US|0001562401||02665T868||USD||||https://www.amh.com|US02665T8687|||||6798|American Homes 4 Rent is a real estate investment trust focused on acquiring, operating, and leasing single-family homes as rental properties throughout the United States. The company's real estate portfolio is largely comprised of single-family properties in urban markets in the Southern and Midwestern regions of the U.S. American Homes 4 Rent's land holdings also represent a sizable percentage of its total assets in terms of value. The company derives the vast majority of its income in the form of rental revenue from single-family properties through short-term or annual leases. The firm's geographical markets include Dallas, Texas; Indianapolis, Indiana; Atlanta, Georgia; and Charlotte, North Carolina in terms of the number of properties in each.|REIT - Residential|Real Estate Investment Trusts|Normal|280 PILOT ROAD, LAS VEGAS, NV, 89119|Real Estate|||USA|4600000.0|us|Trading||/YW1oLmNvbQ/images/2025-04-04_logo.svg|||538123696.0|13325825218.0|17
XNYS|7.0||CMS-PB|True|Consumers Energy Co|Transportation Communications Electric Gas And Sanitary Service|BBG0000018G2|||ELECTRIC & OTHER SERVICES COMBINED|2025-07-23T10:59:00.000+0000|PRF|CMSpB|CMSpB:US|0000811156||210518304||USD||||https://www.consumersenergy.com|US2105183048|||||4931|Consumers Energy Co operates as an electric and gas utility in Michigan. The business activity of the group is functioned through three segments namely Electric Utility, Gas Utility, and NorthStar Clean Energy, its non-utility operations and investments. The Electric Utility segment refers to the generation, purchase, transmission, distribution, and sale of electricity. The Gas Utility segment is comprised of the purchase, transmission, storage, distribution, and sale of natural gas. The group serves residential, commercial, and industrial customers. Geographically, it operates through the region of Michigan, USA.|Utilities - Regulated Electric|Electric & Other Services Combined|Normal|ONE ENERGY PLAZA, JACKSON, MI, 49201|Utilities|||USA|373148.0|us|Utilities||/Y29uc3VtZXJzZW5lcmd5LmNvbQ/images/2025-04-04_logo.svg|||84108800.0|6540300288.0|17
XNYS|7.0||MS-PE|True|Morgan Stanley|Finance Insurance And Real Estate|BBG005BLXQ96|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-15T11:30:00.000+0000|PRF|MSpE|MSpE:US|0000895421||61762V200||USD||||https://www.morganstanley.com|US61762V2007|||||6211|Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|1585 BROADWAY, NEW YORK, NY, 10036|Financial Services|||USA|34500000.0|us|Trading||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|||9196238821.0|235966583908.0|17
