exchange|confidence_score|al_symbol|av_symbol|ed_symbol|fd_symbol|fp_symbol|it_symbol|pl_symbol|sh_symbol|shares_outstanding|margin_requirement_short|status|cusip|sic_description|fama_industry|sector|earnings_announcement|fama_sector|industry|share_class_figi|sic_industry|symbol|figi|sic_code|composite_figi|composite_symbol|maintenance_margin_requirement|homepage_url|halt_reason|marginable|city|lot|branding|margin_requirement_long|scalemarketcap|sic_sector|cik|share_class_shares_outstanding|state|isin|locale|shortable|country|zipcode|weighted_shares_outstanding|cusips|location|industry_group|primary_listing|scalerevenue|tradable|short_sale_restricted|currency|easy_to_borrow|description|type|name|market_capital|null_count
XNYS|8.0||EPR-P-E|EPR-PE|EPR-PE|EPR-PE|EPRpE|EPRpE|EPR-PE|76116600.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-10-28T10:59:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|EPRpE|BBG000001X86|6798||EPRpE:US||http://www.eprkc.com|||Kansas City||/ZXBya2MuY29t/images/2025-04-04_logo.svg||Mid Cap|Finance Insurance And Real Estate|0001045450|3450000.0|MO|US26884U3077|us||United States|64106||26884U307 29380T600|909 WALNUT STREET, SUITE 200, KANSAS CITY, MO, 64106|Real Estate|True||||USD||EPR Properties is a leading experiential net lease real estate investment trust (REIT), specializing in select enduring experiential properties in the real estate industry. We focus on real estate venues which create value by facilitating out of home leisure and recreation experiences where consumers choose to spend their discretionary time and money. We have nearly $6.7 billion in total investments across 44 states. We adhere to rigorous underwriting and investing criteria centered on key industry, property and tenant level cash flow standards. We believe our focused approach provides a competitive advantage and the potential for stable and attractive returns.|PRF|EPR Properties|2359614600.0|17
XNYS|8.0||NGL-P-B|NGL-PB|NGL-PB|NGL-PB|NGLpB|NGLpB|NGL-PB|27912687.0||Normal||NATURAL GAS TRANSMISSION|Utilities|Energy|2025-11-06T12:00:00.000+0000||Oil, Gas & Consumable Fuels||Natural Gas Transmission|NGLpB|BBG00GW2CPK3|4922||NGLpB:US||http://www.nglenergypartners.com|||Tulsa||/bmdsZW5lcmd5cGFydG5lcnMuY29t/images/2025-04-04_logo.png||Small Cap|Transportation Communications Electric Gas And Sanitary Service|0001504461|7400000.0|OK|US62913M2061|us||United States|74136||62913M206|6120 S. YALE, SUITE 1300, TULSA, OK, 74136|Energy|True||||USD||NGL Energy Partners LP engages in the crude oil logistics, water solutions, and liquids and refined products businesses. The company's Crude Oil Logistics segment purchases crude oil from producers and marketers, and transports it to refineries for resale at pipeline injection stations, storage terminals, barge loading facilities, rail facilities, refineries, and other trade hubs; and provides storage, terminaling, and pipeline transportation services. Its Water Solutions segment is involved in the treatment and disposal of flowback water generated from crude oil and natural gas production; disposal of solids, such as tank bottoms, drilling fluids, and drilling muds, as well as performs truck and frac tank washouts; and sale of brackish non-potable water. The company's Liquids and Refined Products segment markets natural gas liquids, gasoline, diesel, propane, butane, refined petroleum, and biodiesel to retailers, wholesalers, refiners, and petrochemical plants in the United States and Canada through its 28 terminals; and purchase and delivers refined petroleum and renewable products, as well as offers terminaling and storage services. NGL Energy Holdings LLC serves as the general partner of the company. The company was founded in 1940 and is headquartered in Tulsa, Oklahoma.|PRF|NGL Energy Partners LP|646459962.0|17
XNYS|8.0||SCHW-P-D|SCHW-P-D|SCHW-PD|SCHW-PD|SCHWpD|SCHWpD|SCHW-PD|6842145123.0||Normal||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading|Financials|2025-10-20T12:00:00.000+0000||Capital Markets||Security Brokers Dealers & Flotation Companies|SCHWpD|BBG00CCKJGS9|6211||SCHWpD:US||http://www.schwab.com|||Westlake||/YWJvdXRzY2h3YWIuY29t/images/2025-04-04_logo.svg||Large Cap|Finance Insurance And Real Estate|0000316709|30000000.0|TX|US8085136005|us||United States|76262||808513600|3000 SCHWAB WAY, WESTLAKE, TX, 76262|Diversified Financials|True||||USD||The Charles Schwab Corporation, through its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates in two segments, Investor Services and Advisor Services. The Investor Services segment provides retail brokerage and banking services, retirement plan services, and other corporate brokerage services; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retail investor, retirement plan, and mutual fund clearing services. The Advisor Services segment offers custodial, trading, banking, and support services; and retirement business and corporate brokerage retirement services. This segment provides brokerage accounts with cash management capabilities; third-party mutual funds, as well as proprietary mutual funds, plus mutual fund trading, and clearing services to broker-dealers; and exchange-traded funds (ETFs), including proprietary and third-party ETFs. It also offers advice solutions, such as managed portfolios of proprietary and third-party mutual funds and ETFs, separately managed accounts, customized personal advice for tailored portfolios, and specialized planning and portfolio management. In addition, this segment provides banking products and services, including checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust services comprising trust custody services, personal trust reporting services, and administrative trustee services. The company serves individuals and institutional clients in the United States, the Commonwealth of Puerto Rico, the United Kingdom, Hong Kong, and Singapore. The Charles Schwab Corporation was incorporated in 1971 and is headquartered in Westlake, Texas.|PRF|The Charles Schwab Corporation|172695742905.0|17
XNYS|8.0||MFA-P-B|MFA-P-B|MFA-PB|MFA-PB|MFApB|MFApB|MFA-PB|46503164.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-11-04T13:30:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|MFApB|BBG004F03475|6798||MFApB:US||http://www.mfafinancial.com|||New York||/bWZhZmluYW5jaWFsLmNvbQ/images/2025-04-04_logo.svg||Mid Cap|Finance Insurance And Real Estate|0001055160|8000000.0|NY|US55272X4097|us||United States|10022||55272X409|350 PARK AVENUE, 20TH FL, NEW YORK, NY, 10022|Real Estate|True||||USD||MFA Financial, Inc., through its subsidiaries, operates as a real estate investment trust (REIT) in the United States. The company invests in residential mortgage assets, including non-agency mortgage-backed securities (MBS), agency MBS, and credit risk transfer securities; residential whole loans, including purchased performing loans, purchased credit deteriorated, and non-performing loans; and mortgage servicing rights related assets. The company has elected to be taxed as a REIT and would not be subject to federal income taxes if it distributes at least 90% of its taxable income to its stockholders. MFA Financial, Inc. was incorporated in 1997 and is headquartered in New York, New York.|PRF|MFA Financial, Inc.|1011443817.0|17
XNYS|8.0||MET-P-F|MET-PF|MET-PF|MET-PF|METpF|METpF|MET-PF|665026000.0||Normal||LIFE INSURANCE|Insurance|Financials|2025-10-28T10:59:00.000+0000||Insurance||Life Insurance|METpF|BBG00RB2FDK6|6311||METpF:US||http://www.metlife.com|||New York||/bWV0bGlmZS5jb20/images/2025-04-04_logo.svg||Large Cap|Finance Insurance And Real Estate|0001099219|40000000.0|NY|US59156R8503|us||United States|10166-0188||59156R850|200 PARK AVENUE, NEW YORK, NY, 10166|Insurance|False||||USD||MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, the company offers personal lines of property and casualty insurance, including private passenger automobile, homeowners', and personal excess liability insurance. Further, it provides fixed and variable annuities, and pension products; accident and health products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; credit insurance products; and protection against long-term health care services. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.|PRF|MetLife, Inc.|13706185860.0|17
XNYS|8.0||SNV-P-E|SNV-PE|SNV-PE|SNV-PE|SNVpE|SNVpE|SNV-PE|138804000.0||Normal||NATIONAL COMMERCIAL BANKS|Banking|Financials|2025-10-15T12:00:00.000+0000||Banks||National Commercial Banks|SNVpE|BBG00PK3LVH5|6021||SNVpE:US||http://www.synovus.com|||Columbus||/c3lub3Z1cy5jb20/images/2025-04-04_logo.svg||Mid Cap|Finance Insurance And Real Estate|0000018349|14000000.0|GA|US87161C7092|us||United States|31901||87161C709|33 W 14TH STREET, COLUMBUS, GA, 31901|Banks|False||||USD||Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides commercial and retail banking products and services. It operates through three segments: Community Banking, Wholesale Banking, and Financial Management Services. The company's commercial banking services include treasury management, asset management, capital market, and institutional trust services, as well as commercial, financial, and real estate loans. Its retail banking services comprise accepting customary types of demand and savings deposits accounts; mortgage, installment, and other consumer loans; investment and brokerage services; safe deposit services; automated banking services; automated fund transfers; Internet-based banking services; and bank credit and debit card services. The company also offers various other financial services, including portfolio management for fixed-income securities, investment banking, execution of securities transactions as a broker/dealer, and financial planning services, as well as provides individual investment advice on equity and other securities. As of December 31, 2020, it operated through 289 branches and 389 ATMs in Alabama, Florida, Georgia, South Carolina, and Tennessee. The company was founded in 1888 and is headquartered in Columbus, Georgia.|PRF|Synovus Financial Corp.|3669977760.0|17
XNYS|8.0||VOYA-P-B|VOYA-PB|VOYA-PB|VOYA-PB|VOYApB|VOYApB|VOYA-PB|304520983.0||Normal||LIFE INSURANCE|Insurance|Financials|2025-11-03T10:59:00.000+0000||Capital Markets||Life Insurance|VOYApB|BBG00PF3HH32|6311||VOYApB:US||http://www.voya.com|||New York||/dm95YS5jb20/images/2025-04-04_logo.svg||Mid Cap|Finance Insurance And Real Estate|0001535929|12000000.0|NY|US9290892093|us||United States|10169||929089209|200 PARK AVENUE, NEW YORK, NY, 10166|Diversified Financials|False||||USD||Voya Financial, Inc. operates as a retirement, investment, and employee benefits company in the United States. The company's Retirement segment offers tax-deferred employer-sponsored retirement savings plans and administrative services; and individual retirement accounts, and other retail financial products and financial services, as well as financial planning and advisory services. This segment serves corporate, education, healthcare, and other non-profit and government entities, as well as institutional and individual customers. Its Investment Management segment provides fixed income, equity, multi-asset, and alternative products and solutions to individual investors and institutional clients through its direct sales force, consultant channel, banks, broker-dealers, and independent financial advisers. The company's Employee Benefits segment offers stop loss, group life, voluntary employee-paid, and disability products through consultants, brokers, third-party administrators, enrollment firms, and technology partners to mid-sized and large businesses. The company was formerly known as ING U.S., Inc. and changed its name to Voya Financial, Inc. in April 2014. Voya Financial, Inc. was incorporated in 1999 and is based in New York, New York.|PRF|Voya Financial, Inc.|7342000900.0|17
XNYS|8.0||NSA-P-A|NSA-PA|NSA-PA|NSA-PA|NSApA|NSApA|NSA-PA|100899999.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-10-28T10:59:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|NSApA|BBG00HW3ZYN2|6798||NSApA:US||http://www.nationalstorageaffiliates.com|||Greenwood Village||/aXIubnNhc3RvcmFnZS5jb20/images/2025-04-04_logo.png||Mid Cap|Finance Insurance And Real Estate|0001618563|9017588.0|CO|US6378702053|us||United States|80111||637870205|8400 E. PRENTICE AVENUE, 9TH FLOOR, GREENWOOD VILLAGE, CO, 80111|Real Estate|True||||USD||National Storage Affiliates Trust is a Maryland real estate investment trust focused on the ownership, operation and acquisition of self storage properties located within the top 100 metropolitan statistical areas throughout the United States. As of September 30, 2020, the Company held ownership interests in and operated 788 self storage properties located in 35 states and Puerto Rico with approximately 49.5 million rentable square feet. NSA is one of the largest owners and operators of self storage properties among public and private companies in the United States.|PRF|National Storage Affiliates Trust|2297492977.0|17
XNYS|8.0||CODI-P-C|CODI-PC|CODI-PC|CODI-PC|CODIpC|CODIpC|CODI-PC|28472868.0||Delinquent||HOUSEHOLD FURNITURE|Consumer Goods|Industrials|2025-08-26T12:00:00.000+0000||Industrial Conglomerates||Household Furniture|CODIpC|BBG00QV3DSC2|2510||CODIpC:US||http://compassdiversified.com|||Westport||/Y29tcGFzc2RpdmVyc2lmaWVkLmNvbQ/images/2025-04-04_logo.svg||Small Cap|Manufacturing|0001345126|4600000.0|CT|US20451Q4010|us||United States|6880||20451Q401|301 RIVERSIDE AVENUE, WESTPORT, CT, 06880|Capital Goods|False||||USD||Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2005 and is based in Westport, Connecticut with an additional office in Irvine, California.|PRF|Compass Diversified|1498701120.0|17
XNYS|8.0||JPM-P-C|JPM-PC|JPM-PC|JPM-PC|JPMpC|JPMpC|JPM-PC|31564042990.0||Normal||NATIONAL COMMERCIAL BANKS|Banking|Financials|2025-10-14T10:45:00.000+0000||Banks||National Commercial Banks|JPMpC|BBG00N2WDHD0|6021||JPMpC:US||http://www.jpmorganchase.com|||New York||/anBtb3JnYW5jaGFzZS5jb20/images/2025-04-04_logo.svg||Mega Cap|Finance Insurance And Real Estate|0000019617|74000000.0|NY|US46625H1005|us||United States|10179||48128B648|383 MADISON AVENUE, NEW YORK, NY, 10017|Banks|False||||USD||JPMorgan Chase & Co. operates as a financial services company worldwide. It operates in four segments: Consumer & Community Banking (CCB), Corporate & Investment Bank (CIB), Commercial Banking (CB), and Asset & Wealth Management (AWM). The CCB segment offers deposit and investment products and services to consumers; lending, deposit, and cash management and payment solutions to small businesses; mortgage origination and servicing activities; residential mortgages and home equity loans; and credit card, auto loan, and leasing services. The CIB segment provides investment banking products and services, including corporate strategy and structure advisory, and equity and debt markets capital-raising services, as well as loan origination and syndication; wholesale payments and cross-border financing; and cash securities and derivative instruments, risk management solutions, prime brokerage, and research. This segment also offers securities services, including custody, fund accounting and administration, and securities lending products for asset managers, insurance companies, and public and private investment funds. The CB segment provides financial solutions, including lending, investment banking, and asset management to small business, large and midsized corporations, local governments, and nonprofit clients; and commercial real estate banking services to investors, developers, and owners of multifamily, as well as to office, retail, industrial, and affordable housing properties. The AWM segment offers multi-asset investment management solutions across equities, fixed income, alternatives, and money market funds to institutional clients and retail investors; and retirement products and services, brokerage, custody, trusts and estates, loans, mortgages, deposits, and investment management products. The company also provides ATM, online and mobile, and telephone banking services. JPMorgan Chase & Co. was founded in 1799 and is headquartered in New York, New York.|PRF|JPMorgan Chase & Co.|799201568507.0|17
XNYS|8.0||CDR-P-C|CDR-PC|CDR-PC|CDR-PC|CDRpC|CDRpC|CDR-PC|181692.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-11-07T12:00:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|CDRpC|BBG00HFZS686|6798||CDRpC:US||http://www.cedarrealtytrust.com|||Port Washington||/aXIuY2VkYXJyZWFsdHl0cnVzdC5jb20/images/2025-04-04_logo.svg||Micro Cap|Finance Insurance And Real Estate|0000761648|5000000.0|NY|US1506025063|us||United States|11050||150602506|2529 VIRGINIA BEACH BLVD., VIRGINIA BEACH, VA, 23452|Real Estate|True||||USD||"Cedar Realty Trust, Inc. is a fully-integrated real estate investment trust which focuses on the ownership, operation and redevelopment of grocery-anchored shopping centers in high-density urban markets from Washington, D.C. to Boston. The Company's portfolio (excluding properties treated as ""held for sale"") comprises 54 properties, with approximately 8.1 million square feet of gross leasable area."|PRF|Cedar Realty Trust, Inc.|219079159.0|17
XNYS|8.0||KREF-P-A|KREF-PA|KREF-PA|KREF-PA|KREFpA|KREFpA|KREF-PA|28968298.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-10-20T20:00:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|KREFpA|BBG00ZZN8QS7|6798||KREFpA:US||http://www.kkrreit.com|||New York||/a2tycmVpdC5jb20/images/2025-04-04_logo.svg||Small Cap|Finance Insurance And Real Estate|0001631596|6900000.0|NY|US48251K2096|us||United States|10001||48251K209|30 HUDSON YARDS, SUITE 7500, NEW YORK, NY, 10001|Real Estate|False||||USD||KKR Real Estate Finance Trust Inc., a mortgage real estate investment trust, focuses primarily on originating and acquiring senior loans secured by commercial real estate (CRE) assets. The company engages in the origination and purchase of credit investments related to commercial real estate, including leveraged and unleveraged commercial mortgage loans, and commercial mortgage-backed securities. It has elected to be taxed as a real estate investment trust and would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was founded in 2014 and is headquartered in New York, New York.|PRF|KKR Real Estate Finance Trust Inc.|1347673572.0|17
XNYS|8.0||NREF-P-A|NREF-PA|NREF-PA|NREF-PA|NREFpA|NREFpA|NREF-PA|11283057.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-10-29T12:30:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|NREFpA|BBG00W6VY5C2|6798||NREFpA:US||http://www.nexpointfinance.com|||Dallas||/bmV4cG9pbnRmaW5hbmNlLmNvbQ/images/2023-11-01_logo.png||Micro Cap|Finance Insurance And Real Estate|0001786248|1645000.0|TX|US65342V4086|us||United States|75201||65342V408|300 CRESCENT COURT, SUITE 700, DALLAS, TX, 75201|Real Estate|False||||USD||NexPoint Real Estate Finance, Inc. operates as a real estate finance company in the United States. It focuses on originating, structuring, and investing in first mortgage loans, mezzanine loans, preferred equity, and preferred stock, as well as multifamily commercial mortgage backed securities securitizations. The company intends to qualify as a real estate investment trust for U.S. federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was incorporated in 2019 and is based in Dallas, Texas.|PRF|NexPoint Real Estate Finance, Inc.|414690120.0|17
XNYS|8.0||CDR-P-B|CDR-PB|CDR-PB|CDR-PB|CDRpB|CDRpB|CDR-PB|13718169.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-11-07T12:00:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|CDRpB|BBG002ZHBTR4|6798||CDRpB:US||http://www.cedarrealtytrust.com|||Port Washington||/aXIuY2VkYXJyZWFsdHl0cnVzdC5jb20/images/2025-04-04_logo.svg||Micro Cap|Finance Insurance And Real Estate|0000761648|1449609.0|NY|US1506024074|us||United States|11050||150602407|2529 VIRGINIA BEACH BLVD., VIRGINIA BEACH, VA, 23452|Real Estate|True||||USD||"Cedar Realty Trust, Inc. is a fully-integrated real estate investment trust which focuses on the ownership, operation and redevelopment of grocery-anchored shopping centers in high-density urban markets from Washington, D.C. to Boston. The Company's portfolio (excluding properties treated as ""held for sale"") comprises 54 properties, with approximately 8.1 million square feet of gross leasable area."|PRF|Cedar Realty Trust, Inc.|245161514.0|17
XNYS|8.0||AMH-P-H|AMH-PH|AMH-PH|AMH-PH|AMHpH|AMHpH|AMH-PH|538123696.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-10-27T10:59:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|AMHpH|BBG00LYN0N31|6798||AMHpH:US||http://www.americanhomes4rent.com|||Calabasas||/YW1oLmNvbQ/images/2025-04-04_logo.svg||Mid Cap|Finance Insurance And Real Estate|0001562401|4600000.0|CA|US02665T8687|us||United States|91302||02665T868|280 PILOT ROAD, LAS VEGAS, NV, 89119|Real Estate|False||||USD||"American Homes 4 Rent (NYSE: AMH) is a leader in the single-family home rental industry and ""American Homes 4 Rent"" is fast becoming a nationally recognized brand for rental homes, known for high-quality, good value and tenant satisfaction. We are an internally managed Maryland real estate investment trust, or REIT, focused on acquiring, developing, renovating, leasing, and operating attractive, single-family homes as rental properties. As of September 30, 2020, we owned 53,229 single-family properties in selected submarkets in 22 states."|PRF|American Homes 4 Rent|13325825218.0|17
XNYS|8.0||DLR-P-K|DLR-PK|DLR-PK|DLR-PK|DLRpK|DLRpK|DLR-PK|2359220722.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-10-23T12:00:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|DLRpK|BBG00NJ3RVD0|6798||DLRpK:US||http://www.digitalrealty.com|||San Francisco||/ZGlnaXRhbHJlYWx0eS5jb20/images/2025-04-04_logo.svg||Large Cap|Finance Insurance And Real Estate|0001297996|8400000.0|CA|US2538688308|us||United States|94111||253868830|2323 BRYAN STREET, SUITE 1800, DALLAS, TX, 75201|Real Estate|False||||USD||Digital Realty supports the world's leading enterprises and service providers by delivering the full spectrum of data center, colocation and interconnection solutions. PlatformDIGITALR, the company's global data center platform, provides customers a trusted foundation and proven Pervasive Datacenter Architecture PDxTM solution methodology for scaling digital business and efficiently managing data gravity challenges. Digital Realty's global data center footprint gives customers access to the connected communities that matter to them with more than 284 facilities in 48 metros across 23 countries on six continents.|PRF|Digital Realty Trust, Inc.|58463963213.0|17
XNYS|8.0||DLR-P-J|DLR-PJ|DLR-PJ|DLR-PJ|DLRpJ|DLRpJ|DLR-PJ|2631313913.0||Normal||REAL ESTATE INVESTMENT TRUSTS|Trading|Real Estate|2025-10-23T12:00:00.000+0000||Equity Real Estate Investment Trusts (REITs)||Real Estate Investment Trusts|DLRpJ|BBG00HC74JS7|6798||DLRpJ:US||http://www.digitalrealty.com|||San Francisco||/ZGlnaXRhbHJlYWx0eS5jb20/images/2025-04-04_logo.svg||Large Cap|Finance Insurance And Real Estate|0001297996|8000000.0|CA|US2538688555|us||United States|94111||253868855|2323 BRYAN STREET, SUITE 1800, DALLAS, TX, 75201|Real Estate|True||||USD||Digital Realty supports the world's leading enterprises and service providers by delivering the full spectrum of data center, colocation and interconnection solutions. PlatformDIGITALR, the company's global data center platform, provides customers a trusted foundation and proven Pervasive Datacenter Architecture PDxTM solution methodology for scaling digital business and efficiently managing data gravity challenges. Digital Realty's global data center footprint gives customers access to the connected communities that matter to them with more than 284 facilities in 48 metros across 23 countries on six continents.|PRF|Digital Realty Trust, Inc.|59235600203.0|17
XNYS|8.0||BML-P-G|BML-P-G|BML-PG|BML-PG|BMLpG|BMLpG|BML-PG|16741827811.0||Normal||NATIONAL COMMERCIAL BANKS|Banking|Financials|2025-10-15T10:45:00.000+0000||Banks||National Commercial Banks|BMLpG|BBG000007YC3|6021||BMLpG:US||http://www.bankofamerica.com|||Charlotte||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg||Mega Cap|Finance Insurance And Real Estate|0000070858|25200000.0|NC|US0605056334|us||United States|28255||060505633|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|Banks|True||||USD||Bank of America Corporation, through its subsidiaries, provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest-and interest-bearing checking accounts, and investment accounts and products; and credit and debit cards, residential mortgages, and home equity loans, as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company's Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options and merchant services; working capital management solutions; and debt and equity underwriting and distribution, and merger-related and other advisory services. The company's Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rate, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. As of April 15, 2021, it served approximately 66 million consumer and small business clients with approximately 4,300 retail financial centers; approximately 17,000 ATMs; and digital banking platforms with approximately 40 million active users. The company was founded in 1784 and is headquartered in Charlotte, North Carolina.|PRF|Bank of America Corporation|347058090522.0|17
XNYS|8.0||BML-P-H|BML-P-H|BML-PH|BML-PH|BMLpH|BMLpH|BML-PH|16822317368.0||Normal||NATIONAL COMMERCIAL BANKS|Banking|Financials|2025-10-15T10:45:00.000+0000||Banks||National Commercial Banks|BMLpH|BBG0000086G9|6021||BMLpH:US||http://www.bankofamerica.com|||Charlotte||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg||Mega Cap|Finance Insurance And Real Estate|0000070858|44400000.0|NC|US06055H6080|us||United States|28255||060505625|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|Banks|True||||USD||Bank of America Corporation, through its subsidiaries, provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest-and interest-bearing checking accounts, and investment accounts and products; and credit and debit cards, residential mortgages, and home equity loans, as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company's Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options and merchant services; working capital management solutions; and debt and equity underwriting and distribution, and merger-related and other advisory services. The company's Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rate, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. As of April 15, 2021, it served approximately 66 million consumer and small business clients with approximately 4,300 retail financial centers; approximately 17,000 ATMs; and digital banking platforms with approximately 40 million active users. The company was founded in 1784 and is headquartered in Charlotte, North Carolina.|PRF|Bank of America Corporation|345779369036.0|17
XNYS|8.0||WFC-P-L|WFC-P-L|WFC-PL|WFC-PL|WFCpL|WFCpL|WFC-PL|204301962.0||Normal||NATIONAL COMMERCIAL BANKS|Banking|Financials|2025-10-14T11:00:00.000+0000||Banks||National Commercial Banks|WFCpL|BBG000001Y75|6021||WFCpL:US||http://www.wellsfargo.com|||San Francisco||/d2VsbHNmYXJnby5jb20/images/2025-04-04_logo.svg||Mega Cap|Finance Insurance And Real Estate|0000072971|3970000.0|CA||us||United States|94104||949746804|420 MONTGOMERY STREET, SAN FRANCISCO, CA, 94104|Banks|True||||USD||Wells Fargo & Company (NYSE: WFC) is a leading financial services company that has approximately $1.9 trillion in assets and proudly serves one in three U.S. households and more than 10% of all middle market companies in the U.S. We provide a diversified set of banking, investment and mortgage products and services, as well as consumer and commercial finance, through our four reportable operating segments: Consumer Banking and Lending, Commercial Banking, Corporate and Investment Banking, and Wealth and Investment Management. Wells Fargo ranked No. 30 on Fortune's 2020 rankings of America's largest corporations. In the communities we serve, the company focuses its social impact on building a sustainable, inclusive future for all by supporting housing affordability, small business growth, financial health and a low-carbon economy.|PRF|Wells Fargo & Company|252564214483.0|18
